ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode,Sex,Age,AgeCategory,PrimaryOrMetastasis,SampleCollectionSite,ModelType,GrowthPattern,TissueOrigin
ACH-000259,KELLY,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,1.0,Pediatric,Primary,autonomic_ganglia,Cell Line,Adherent,
ACH-000260,SK-N-AS,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,6.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-000261,RERF-LC-AI,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,,Unknown,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000262,UOK101,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Female,,Unknown,Primary,kidney,Cell Line,Adherent,
ACH-000263,KASUMI-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,7.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000264,Calu-6,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,61.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000265,KP-4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,50.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000270,HPAC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Female,64.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000272,SLR 24,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Unknown,,Unknown,Primary,kidney,Cell Line,Adherent,
ACH-000273,SF539,CNS/Brain,Diffuse Glioma,Gliosarcoma,GSARC,Female,34.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,50.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,42.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000278,COV362,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,,Unknown,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000279,EWS502,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Unknown,,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-000280,SNU-840,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,"Brenner Tumor, Malignant",BTMOV,Female,45.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000281,KP-2,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Female,65.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000283,A1207,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,,Unknown,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000286,SNU-1033,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,Female,45.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000288,BT-549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BRCNOS,Female,72.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000290,NCI-H209,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,55.0,Adult,Metastatic,bone_marrow,Cell Line,Suspension,
ACH-000291,OV-90,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,Female,64.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000292,NCI-H841,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,,Male,51.0,Adult,Metastatic,lung,Cell Line,Adherent,
ACH-000293,KLE,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,68.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000295,EM-2,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,Female,5.0,Pediatric,,bone_marrow,Cell Line,Suspension,
ACH-000297,NCI-H889,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,69.0,Adult,Metastatic,lymph_node,Cell Line,Suspension,
ACH-000298,NCI-H2029,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,69.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000299,HNT-34,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Female,47.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000301,LAMA-84,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,Female,29.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000302,SNU-1077,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS,Female,60.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000304,WM-115,Skin,Melanoma,Melanoma,MEL,Female,55.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000307,PK-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,,Unknown,Metastatic,liver,Cell Line,Adherent,
ACH-000308,EFO-21,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,Female,56.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000310,IMR-32,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,1.0,Pediatric,Metastatic,abdomen,Cell Line,Adherent,
ACH-000311,NCI-H2122,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,46.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000312,SK-N-BE(2),Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,2.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-000313,KMRC-3,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Male,,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000314,HCC-2108,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,59.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000315,KARPAS-422,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Female,73.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000316,SNU-886,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,57.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000317,TUHR14TKB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Male,,Unknown,Primary,kidney,Cell Line,Adherent,
ACH-000318,TE-10,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,58.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000319,MPP 89,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,67.0,Adult,,pleural_effusion,Cell Line,Adherent,
ACH-000320,PSN1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,36.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000322,HT-144,Skin,Melanoma,Melanoma,MEL,Male,29.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000323,42-MG-BA,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,63.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000324,JHOC-5,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV,Female,47.0,Adult,Primary,ovary,Cell Line,Adherent,
ACH-000325,SNU-620,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD,Female,59.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-000326,JURL-MK1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1,Male,73.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000329,CCF-STTG1,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",ASTR,Female,68.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000330,EFM-19,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,50.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000331,IST-MES2,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,71.0,Adult,,pleural_effusion,Cell Line,Adherent,
ACH-000332,YAPC,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,43.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000334,DB,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Male,45.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-000335,MSTO-211H,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO,Male,62.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000336,OCI-AML3,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,57.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000337,NCI-H3122,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000338,SR-786,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP,Male,11.0,Pediatric,Primary,pleural_effusion,Cell Line,Suspension,
ACH-000341,SK-N-FI,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Male,11.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-000343,NCI-H522,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,58.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000344,SNU-668,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,Male,63.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000345,KP-N-RT-BM-1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,1.0,Pediatric,Metastatic,bone_marrow,Cell Line,Mixed,
ACH-000347,QGP-1,Pancreas,Pancreatic Neuroendocrine Tumor,Pancreatic Neuroendocrine Tumor,PANET,Male,61.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000348,RPMI-7951,Skin,Melanoma,Melanoma,MEL,Female,18.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000349,HCC1500,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DCIS,Female,32.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000350,COLO-678,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,69.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000351,MKN1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenosquamous Carcinoma of the Stomach,STAS,Male,72.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA,Female,49.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000354,Capan-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,40.0,Adult,Metastatic,liver,Cell Line,Adherent,
ACH-000355,NCI-H82,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,41.0,Adult,Metastatic,pleural_effusion,Cell Line,Mixed,
ACH-000356,MKN-45,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,DSTAD,Female,62.0,Adult,Metastatic,liver,Cell Line,Adherent,
ACH-000358,NCI-H69,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,55.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000359,MG-63,Bone,Osteosarcoma,Osteosarcoma,OS,Male,14.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-000360,NCI-H508,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,55.0,Adult,Metastatic,abdomen,Cell Line,Mixed,
ACH-000361,SK-HEP-1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,52.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000362,MOLM-13,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,20.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000363,SK-MM-2,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM,Male,54.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000364,U-2 OS,Bone,Osteosarcoma,Osteosarcoma,OS,Female,15.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-000365,SU-DHL-4,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Male,38.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000366,SK-N-DZ,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL,Female,2.0,Pediatric,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-000367,NCI-H226,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO,Male,,Unknown,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000368,SNU-1105,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,61.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000370,SNU-626,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,65.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000371,RL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS,Male,52.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-000372,P12-ICHIKAWA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,Male,7.0,Pediatric,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000373,SKM-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,76.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC,Female,52.0,Adult,Primary,breast,Cell Line,Adherent,
ACH-000375,G-402,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT,Female,0.0,Pediatric,Primary,kidney,Cell Line,Adherent,
ACH-000376,SF-295,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Female,67.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000377,SNU-478,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,AMPCA,Unknown,,Unknown,Primary,biliary_tract,Cell Line,Adherent,
ACH-000378,NCI-H647,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,LUAS,Male,56.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000381,T84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,72.0,Adult,Metastatic,lung,Cell Line,Adherent,
ACH-000382,COR-L24,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,71.0,Adult,Metastatic,lymph_node,Cell Line,Suspension,
ACH-000383,OE33,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA,Female,73.0,Adult,Primary,oesophagus,Cell Line,Adherent,
ACH-000385,SK-RC-52,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Female,51.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000387,TF-1,Myeloid,Acute Myeloid Leukemia,"AML, NOS",AMLNOS,Male,35.0,Adult,,bone_marrow,Cell Line,Suspension,
ACH-000389,H4,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",ASTR,Male,37.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000390,LUDLU-1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,72.0,Adult,Primary,lung,Cell Line,Adherent,
ACH-000391,MHH-ES-1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,12.0,Pediatric,Metastatic,ascites,Cell Line,Adherent,
ACH-000393,HLF,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,68.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000394,NCI-H2081,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Female,59.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000395,NCI-H520,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000397,TEN,Uterus,Endometrial Carcinoma,Uterine Clear Cell Carcinoma,UCCC,Female,74.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000399,NCI-H2196,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,67.0,Adult,Metastatic,bone_marrow,Cell Line,Adherent,
ACH-000400,SK-CO-1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,65.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000401,COLO-800,Skin,Melanoma,Cutaneous Melanoma,SKCM,Male,14.0,Pediatric,Metastatic,skin,Cell Line,Adherent,
ACH-000402,BL-70,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL,Male,16.0,Pediatric,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000403,NCI-H747,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD,Male,69.0,Adult,Metastatic,large_intestine,Cell Line,Adherent,
ACH-000405,MEC-1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,CLLSLL,Male,61.0,Adult,,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000406,U-937,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,37.0,Adult,Metastatic,pleural_effusion,Cell Line,Suspension,
ACH-000407,SNU-685,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS,Female,70.0,Adult,Primary,endometrium,Cell Line,Adherent,
ACH-000408,TE-5,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Female,73.0,Adult,,oesophagus,Cell Line,Adherent,
ACH-000409,OVSAHO,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC,Female,56.0,Adult,Metastatic,abdomen,Cell Line,Adherent,
ACH-000410,Saos-2,Bone,Osteosarcoma,Osteosarcoma,OS,Female,11.0,Pediatric,Primary,bone,Cell Line,Adherent,
ACH-000411,769-P,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Female,63.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000415,BICR 6,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,HPHSC,Male,,Unknown,Primary,upper_aerodigestive_tract,Cell Line,Adherent,
ACH-000416,NCI-H838,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Male,59.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000417,Panc 08.13,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Male,85.0,Adult,Primary,pancreas,Cell Line,Adherent,
ACH-000420,SNU-449,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,52.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000421,SW837,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,Male,53.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000422,SNU-475,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,43.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000424,TC-71,Bone,Ewing Sarcoma,Ewing Sarcoma,ES,Male,22.0,Adult,Primary,bone,Cell Line,Adherent,
ACH-000427,NCI-N87,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,Male,,Unknown,Metastatic,liver,Cell Line,Adherent,
ACH-000429,A-704,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Male,78.0,Adult,Primary,kidney,Cell Line,Adherent,
ACH-000431,NCI-H1694,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC,Male,61.0,Adult,Metastatic,ascites,Cell Line,Suspension,
ACH-000433,Caki-1,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC,Male,49.0,Adult,Metastatic,skin,Cell Line,Adherent,
ACH-000435,EFE-184,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC,Female,69.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000437,SW 1088,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",ASTR,Male,72.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000438,Lu-65,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC,Male,64.0,Adult,Primary,lung,Cell Line,Mixed,
ACH-000439,ME-1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML,Male,40.0,Adult,Primary,haematopoietic_and_lymphoid_tissue,Cell Line,Suspension,
ACH-000440,CA46,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL,Male,,Unknown,Primary,ascites,Cell Line,Suspension,
ACH-000441,SH-4,Skin,Melanoma,Melanoma,MEL,Female,60.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000444,LU99,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,GCLC,Male,63.0,Adult,Metastatic,pleura,Cell Line,Adherent,
ACH-000445,KNS-60,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,55.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000447,NCI-H2228,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,,Unknown,Primary,lung,Cell Line,Adherent,
ACH-000448,NCI-H1666,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD,Female,50.0,Adult,Metastatic,pleural_effusion,Cell Line,Mixed,
ACH-000450,MEL-HO,Skin,Melanoma,Melanoma,MEL,Female,,Unknown,Primary,skin,Cell Line,Adherent,
ACH-000452,TE-8,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,ESCC,Male,63.0,Adult,,oesophagus,Cell Line,Adherent,
ACH-000454,HCC-95,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC,Male,65.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000455,LN-428,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,48.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000456,B-CPAP,Thyroid,Poorly Differentiated Thyroid Cancer,Poorly Differentiated Thyroid Cancer,THPD,Female,76.0,Adult,Primary,thyroid,Cell Line,Adherent,
ACH-000457,CAL-54,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC,Male,75.0,Adult,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000460,SNU-8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC,Female,55.0,Adult,Metastatic,ascites,Cell Line,Adherent,
ACH-000461,SNU-1196,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH,Unknown,,Unknown,Primary,biliary_tract,Cell Line,Adherent,
ACH-000463,NCI-H460,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,LCLC,Male,,Unknown,Metastatic,pleural_effusion,Cell Line,Adherent,
ACH-000464,CAS-1,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,63.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000466,SNU-216,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,TSTAD,Female,46.0,Adult,Metastatic,lymph_node,Cell Line,Adherent,
ACH-000468,PK-45H,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD,Unknown,,Unknown,Primary,pancreas,Cell Line,Adherent,
ACH-000469,YH-13,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,40.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000470,SW1463,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ,Female,66.0,Adult,Primary,large_intestine,Cell Line,Adherent,
ACH-000471,Li-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,45.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000473,RT-112,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA,Female,,Unknown,Primary,urinary_tract,Cell Line,Adherent,
ACH-000475,huH-1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,53.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000476,JHH-4,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,51.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000477,Malme-3M,Skin,Melanoma,Melanoma,MEL,Male,43.0,Adult,Metastatic,lung,Cell Line,Adherent,
ACH-000478,SNU-387,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Female,41.0,Adult,Primary,liver,Cell Line,Adherent,
ACH-000479,KNS-81,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GB,Male,65.0,Adult,Primary,central_nervous_system,Cell Line,Adherent,
ACH-000480,HuH-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC,Male,57.0,Adult,Primary,liver,Cell Line,Adherent,
